"Probe_Set_ID","Description","Variance_Residual","SumVariance","SampleVariance","PropVar_Residual","RSquare","F_T3_genotype","F_T3_temp","F_T3_genotype_temp","NDF_T3_genotype","NDF_T3_temp","NDF_T3_genotype_temp","DDF_T3_genotype","DDF_T3_temp","DDF_T3_genotype_temp","PrF_T3_genotype","PrF_T3_temp","PrF_T3_genotype_temp","NLP_T3_genotype","NLP_T3_temp","NLP_T3_genotype_temp","Adjusted..PrF_T3__label_1","Adjusted..PrF_T3__label_2","Adjusted..PrF_T3__label_3","Sig.Index.PrF_T3_genotype","Sig.Index.PrF_T3_temp","Sig.Index.PrF_T3_genotype_temp","Sum.Sig.Index.for.F.Tests","Avg.Sig.Index.for.F.Tests"
"AT5G20710","Symbols: BGAL7 | beta-galactosidase 7 | chr5:7010522-7014249 FORWARD LENGTH=2750",0.007347,0.007347,0.063735,1,0.92392,29.7355,137.093,11.1018,8,1,8,33,33,33,"<.0001","<.0001","<.0001",12.22225,12.56757,6.720241,1.47e-11,7.27e-12,1.4e-06,1,1,1,3,1
"AT5G20830","Symbols: SUS1, ASUS1, atsus1 | sucrose synthase 1 | chr5:7050226-7054120 REVERSE LENGTH=2888",0.067731,0.067731,1.543262,1,0.970741,20.0502,898.745,3.2428,8,1,8,34,34,34,"<.0001","<.0001","0.0075",10.05091,25.31021,2.123506,1.31e-09,4.64e-23,0.02153,1,1,1,3,1
"AT5G20910","Symbols: AIP2 | RING/U-box superfamily protein | chr5:7092512-7094446 REVERSE LENGTH=1220",0.035493,0.035493,0.160587,1,0.852653,9.88186,105.837,2.7256,8,1,8,34,34,34,"<.0001","<.0001","0.0195",6.248547,11.25073,1.709833,3.77e-06,1.08e-10,0.049897,1,1,1,3,1
"AT5G20950","Symbols:  | Glycosyl hydrolase family protein | chr5:7107376-7111311 REVERSE LENGTH=2268",0.039862,0.039862,0.091946,1,0.710977,5.03133,1.899,5.31056,8,1,8,34,34,34,"0.0004","0.1772","0.0002",3.445499,0.751555,3.635896,0.001377,0.318431,0.000924,1,0,1,2,0.666667
"AT5G20960","Symbols: AAO1, AO1, ATAO, AT-AO1, AOalpha, AtAO1 | aldehyde oxidase 1 | chr5:7116738-7122670 FORWARD LENGTH=4484",0.072734,0.072734,0.654624,1,0.925928,49.642,1.23948,2.83315,8,1,8,34,34,34,"<.0001","0.2734","0.016",15.79722,0.563233,1.796786,1.06e-14,0.443623,0.041826,1,0,1,2,0.666667
"AT5G21040","Symbols: FBX2 | F-box protein 2 | chr5:7144877-7147277 REVERSE LENGTH=2173",0.024154,0.024154,0.087499,1,0.81597,7.15946,61.7429,2.90054,8,1,8,34,34,34,"<.0001","<.0001","0.0141",4.797661,8.421825,1.851042,8.05e-05,3.94e-08,0.037518,1,1,1,3,1
"AT5G21060","Symbols:  | Glyceraldehyde-3-phosphate dehydrogenase-like family protein | chr5:7148978-7152864 REVERSE LENGTH=1425",0.020445,0.020445,0.39219,1,0.965594,93.3608,122.721,3.10941,8,1,8,33,33,33,"<.0001","<.0001","0.0099",19.69398,11.93043,2.002591,4.12e-18,2.69e-11,0.027575,1,1,1,3,1
"AT5G21100","Symbols:  | Plant L-ascorbate oxidase | chr5:7168184-7170928 FORWARD LENGTH=2059",0.064471,0.064471,0.724895,1,0.940708,30.8452,266.175,5.25737,8,1,8,34,34,34,"<.0001","<.0001","0.0003",12.68786,16.92265,3.599948,5.69e-12,1.11e-15,0.000997,1,1,1,3,1
"AT5G22060","Symbols: ATJ2, J2 | DNAJ homologue 2 | chr5:7303622-7305797 REVERSE LENGTH=1565",0.079843,0.079843,0.374666,1,0.857931,11.9736,82.3022,3.13317,8,1,8,34,34,34,"<.0001","<.0001","0.0092",7.202871,9.87661,2.03683,5.04e-07,1.88e-09,0.025716,1,1,1,3,1
"AT5G22220","Symbols: E2F1, E2FB, ATE2FB | E2F transcription factor 1 | chr5:7360535-7364336 FORWARD LENGTH=1831",0.007194,0.007194,0.027886,1,0.828004,15.2214,12.3172,3.65385,8,1,8,34,34,34,"<.0001","0.0013","0.0036",8.480738,2.890581,2.443009,3.48e-08,0.004402,0.011126,1,1,1,3,1
"AT5G22290","Symbols: anac089, NAC089 | NAC domain containing protein 89 | chr5:7375923-7377644 REVERSE LENGTH=1290",0.076031,0.076031,0.613556,1,0.917388,42.7652,2.96584,3.64004,8,1,8,34,34,34,"<.0001","0.0941","0.0037",14.80477,1.026283,2.43242,7.81e-14,0.190986,0.011369,1,0,1,2,0.666667
"AT5G22300","Symbols: NIT4, AtNIT4 | nitrilase 4 | chr5:7379199-7381935 FORWARD LENGTH=1441",0.098335,0.098335,1.786947,1,0.963314,92.6953,61.1696,10.4518,8,1,8,34,34,34,"<.0001","<.0001","<.0001",20.08652,8.376816,6.520628,1.85e-18,4.32e-08,2.12e-06,1,1,1,3,1
"AT5G22340","Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 43 Blast hits to 43 proteins in 15 species:",0.023344,0.023344,0.531644,1,0.970727,136.807,1.16355,4.09903,8,1,8,34,34,34,"<.0001","0.2883","0.0017",22.83779,0.540118,2.77865,7.52e-21,0.461463,0.005564,1,0,1,2,0.666667
"AT5G22460","Symbols:  | alpha/beta-Hydrolases superfamily protein | chr5:7443508-7445400 REVERSE LENGTH=1221",0.403405,0.403405,1.319759,1,0.796223,12.9803,1.43818,2.75949,8,1,8,34,34,34,"<.0001","0.2387","0.0183",7.622644,0.622102,1.737276,2.1e-07,0.400845,0.047226,1,0,1,2,0.666667
"AT5G22500","Symbols: FAR1 | fatty acid reductase 1 | chr5:7470443-7474120 FORWARD LENGTH=1778",0.079496,0.079496,0.246328,1,0.78485,6.02957,20.4843,7.12699,8,1,8,34,34,34,"<.0001","<.0001","<.0001",4.107392,4.154251,4.778633,0.000343,0.00031,8.38e-05,1,1,1,3,1
"AT5G22530","Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G22520.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Oth",0.00456,0.00456,0.008492,1,0.645554,4.61744,6.11732,3.74165,8,1,8,33,33,33,"0.0008","0.0187","0.0032",3.124374,1.728004,2.488339,0.002708,0.048116,0.010138,1,1,1,3,1
"AT5G22555","Symbols:  | unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr5:7489422-7490503 FORWARD LENGTH",0.008789,0.008789,0.055554,1,0.89453,20.4183,47.2697,9.10923,8,1,8,34,34,34,"<.0001","<.0001","<.0001",10.15808,7.191271,5.863574,1.05e-09,5.17e-07,8.47e-06,1,1,1,3,1
"AT5G22570","Symbols: WRKY38, ATWRKY38 | WRKY DNA-binding protein 38 | chr5:7495539-7496784 REVERSE LENGTH=1016",0.087546,0.087546,0.237186,1,0.753932,6.94245,12.6241,4.58029,8,1,8,34,34,34,"<.0001","0.0011","0.0007",4.669593,2.942629,3.128946,0.000105,0.003948,0.002682,1,1,1,3,1
"AT5G22580","Symbols:  | Stress responsive A/B Barrel Domain | chr5:7502674-7503449 FORWARD LENGTH=683",0.088099,0.088099,0.415494,1,0.858644,11.7168,67.2382,5.55652,8,1,8,34,34,34,"<.0001","<.0001","0.0002",7.091944,8.839755,3.800178,6.37e-07,1.64e-08,0.000654,1,1,1,3,1
"AT5G22700","Symbols:  | F-box/RNI-like/FBD-like domains-containing protein | chr5:7545516-7547595 REVERSE LENGTH=1583",0.060459,0.060459,0.448629,1,0.910157,30.1939,9.36993,11.7884,8,1,8,34,34,34,"<.0001","0.0043","<.0001",12.55275,2.367702,7.123039,7.47e-12,0.013,5.97e-07,1,1,1,3,1
"AT5G22740","Symbols: ATCSLA02, CSLA02, ATCSLA2, CSLA2 | cellulose synthase-like A02 | chr5:7554928-7560073 REVERSE LENGTH=2263",0.071732,0.071732,0.205901,1,0.767747,6.49935,32.7189,2.9515,8,1,8,34,34,34,"<.0001","<.0001","0.0128",4.401571,5.701142,1.891951,0.000185,1.2e-05,0.034501,1,1,1,3,1
"AT5G22790","Symbols: RER1 | reticulata-related 1 | chr5:7599146-7601690 REVERSE LENGTH=1668",0.040773,0.040773,0.085614,1,0.6825,1.41501,36.5179,2.83713,8,1,8,34,34,34,"0.2258","<.0001","0.0158",0.646236,6.120663,1.799994,0.384281,4.93e-06,0.041555,0,1,1,2,0.666667
"AT5G22860","Symbols:  | Serine carboxypeptidase S28 family protein | chr5:7639318-7642984 REVERSE LENGTH=1741",0.072044,0.072044,0.393222,1,0.877858,23.293,34.4465,3.03914,8,1,8,34,34,34,"<.0001","<.0001","0.0109",10.94577,5.894941,1.962029,2.04e-10,7.92e-06,0.029948,1,1,1,3,1
"AT5G23210","Symbols: SCPL34 | serine carboxypeptidase-like 34 | chr5:7810683-7815039 FORWARD LENGTH=1911",0.144161,0.144161,0.43805,1,0.780602,10.9218,0.50493,3.50088,8,1,8,34,34,34,"<.0001","0.4822","0.0047",6.737954,0.316785,2.325151,1.34e-06,0.662974,0.014184,1,0,1,2,0.666667
"AT5G23230","Symbols: NIC2 | nicotinamidase 2 | chr5:7825882-7826611 REVERSE LENGTH=730",0.040703,0.040703,0.156705,1,0.826837,17.5082,0.10823,2.73897,8,1,8,34,34,34,"<.0001","0.7442","0.019",9.265557,0.12832,1.720665,6.71e-09,0.866995,0.048845,1,0,1,2,0.666667
"AT5G23320","Symbols: ATSTE14, STE14, ATSTE14A, ATPCM, ATICMTA, ICMTA, STE14A | homolog of yeast STE14 A | chr5:7853368-7853961 FORWARD LENGTH=594",0.011227,0.011227,0.036492,1,0.7949,12.8877,3.22736,2.87546,8,1,8,34,34,34,"<.0001","0.0813","0.0148",7.584983,1.089871,1.83087,2.27e-07,0.169464,0.039093,1,0,1,2,0.666667
"AT5G23390","Symbols:  | Plant protein of unknown function (DUF639) | chr5:7870513-7874505 REVERSE LENGTH=2621",0.019937,0.019937,0.047555,1,0.720508,5.44643,20.9778,3.19634,8,1,8,34,34,34,"0.0002","<.0001","0.0082",3.727044,4.223635,2.08685,0.000762,0.000268,0.023184,1,1,1,3,1
"AT5G23480","Symbols:  | SWIB/MDM2 domain;Plus-3;GYF | chr5:7916314-7919278 FORWARD LENGTH=1836",0.003782,0.003782,0.010645,1,0.763119,9.36057,17.3288,2.91997,8,1,8,34,34,34,"<.0001","0.0002","0.0136",5.990931,3.693387,1.866655,6.49e-06,0.000818,0.036332,1,1,1,3,1
"AT5G23660","Symbols: MTN3, SWEET12, AtSWEET12 | homolog of Medicago truncatula MTN3 | chr5:7971651-7973925 REVERSE LENGTH=1272",0.085293,0.085293,0.224907,1,0.747177,4.65325,35.7135,3.39381,8,1,8,34,34,34,"0.0007","<.0001","0.0057",3.180922,6.033841,2.241917,0.002405,5.92e-06,0.016859,1,1,1,3,1
"AT5G23960","Symbols: ATTPS21, TPS21 | terpene synthase 21 | chr5:8092969-8095285 FORWARD LENGTH=1801",0.001339,0.001339,0.002258,1,0.604511,3.60134,0.01064,2.8258,8,1,8,34,34,34,"0.004","0.9185","0.0162",2.402696,0.036941,1.790859,0.01209,0.964642,0.042327,1,0,1,2,0.666667
"AT5G24080","Symbols:  | Protein kinase superfamily protein | chr5:8139253-8141122 REVERSE LENGTH=1602",0.011325,0.011325,0.02075,1,0.636148,4.17255,3.21021,3.06272,8,1,8,34,34,34,"0.0015","0.0821","0.0105",2.83301,1.085737,1.980829,0.004969,0.170825,0.028839,1,0,1,2,0.666667
"AT5G24090","Symbols: ATCHIA, CHIA | chitinase A | chr5:8143699-8145252 REVERSE LENGTH=1114",0.050033,0.050033,0.186005,1,0.820674,15.2525,0.941,3.98797,8,1,8,34,34,34,"<.0001","0.3389","0.002",8.491986,0.469966,2.695955,3.4e-08,0.518819,0.006598,1,0,1,2,0.666667
"AT5G24110","Symbols: WRKY30, ATWRKY30 | WRKY DNA-binding protein 30 | chr5:8153115-8154709 REVERSE LENGTH=1289",0.068517,0.068517,0.156874,1,0.711733,3.87741,22.2686,4.45565,8,1,8,33,33,33,"0.0026","<.0001","0.001",2.589784,4.375474,3.010156,0.008232,0.000195,0.00343,1,1,1,3,1
"AT5G24150","Symbols: SQP1 | FAD/NAD(P)-binding oxidoreductase family protein | chr5:8172316-8175431 REVERSE LENGTH=1863",0.369144,0.369144,1.493012,1,0.835168,14.1632,28.4985,4.98534,8,1,8,34,34,34,"<.0001","<.0001","0.0004",8.087727,5.204524,3.41373,7.9e-08,3.4e-05,0.001474,1,1,1,3,1
"AT5G24160","Symbols: SQE6 | squalene monoxygenase 6 | chr5:8183075-8186640 REVERSE LENGTH=1809",0.096433,0.096433,2.523442,1,0.974523,77.7854,552.259,9.15486,8,1,8,34,34,34,"<.0001","<.0001","<.0001",18.86386,21.87714,5.886849,2.25e-17,4.81e-20,8.06e-06,1,1,1,3,1
"AT5G24165","Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unkn",0.06239,0.06239,0.22487,1,0.815034,10.3947,41.7555,2.85867,8,1,8,34,34,34,"<.0001","<.0001","0.0152",6.493793,6.661893,1.817357,2.25e-06,1.58e-06,0.040172,1,1,1,3,1
"AT5G24290","Symbols:  | Vacuolar iron transporter (VIT) family protein | chr5:8263132-8265655 REVERSE LENGTH=1781",0.023192,0.023192,0.131178,1,0.883315,28.0963,9.52955,5.45833,8,1,8,33,33,33,"<.0001","0.0041","0.0002",11.87528,2.389523,3.694688,3e-11,0.012427,0.000816,1,1,1,3,1
"AT5G24390","Symbols:  | Ypt/Rab-GAP domain of gyp1p superfamily protein | chr5:8326607-8329490 REVERSE LENGTH=2236",0.005705,0.005705,0.013809,1,0.724589,5.53563,7.43134,4.50109,8,1,8,34,34,34,"0.0002","0.0101","0.0008",3.786347,1.997476,3.072198,0.000673,0.027873,0.003017,1,1,1,3,1
"AT5G24540","Symbols: BGLU31 | beta glucosidase 31 | chr5:8384876-8388027 REVERSE LENGTH=1605",0.010697,0.010697,0.039258,1,0.822055,14.3484,3.26948,10.3769,8,1,8,32,32,32,"<.0001","0.08","<.0001",7.897185,1.096981,6.298365,1.18e-07,0.167166,3.4e-06,1,0,1,2,0.666667
"AT5G24800","Symbols: ATBZIP9, BZO2H2, BZIP9 | basic leucine zipper 9 | chr5:8515200-8516669 FORWARD LENGTH=1021",0.07348,0.07348,0.368291,1,0.866989,13.8066,70.1681,4.63152,8,1,8,34,34,34,"<.0001","<.0001","0.0007",7.950503,9.053217,3.165472,1.05e-07,1.04e-08,0.002484,1,1,1,3,1
"AT5G25110","Symbols: CIPK25, SnRK3.25 | CBL-interacting protein kinase 25 | chr5:8657626-8659322 REVERSE LENGTH=1697",0.464646,0.464646,4.474306,1,0.930768,22.6431,244.417,2.8531,8,1,8,34,34,34,"<.0001","<.0001","0.0154",10.77486,16.36506,1.812867,2.9e-10,3.36e-15,0.040535,1,1,1,3,1
"AT5G25390","Symbols: SHN2 | Integrase-type DNA-binding superfamily protein | chr5:8820476-8821992 FORWARD LENGTH=982",0.096905,0.096905,0.453511,1,0.857549,6.11888,115.916,4.13291,8,1,8,34,34,34,"<.0001","<.0001","0.0016",4.164139,11.76889,2.803739,0.000304,3.74e-11,0.005282,1,1,1,3,1
"AT5G25450","Symbols:  | Cytochrome bd ubiquinol oxidase, 14kDa subunit | chr5:8856997-8858476 FORWARD LENGTH=1035",0.211937,0.211937,0.874596,1,0.83845,13.8346,37.2146,3.19654,8,1,8,34,34,34,"<.0001","<.0001","0.0082",7.961381,6.195023,2.087008,1.03e-07,4.22e-06,0.023176,1,1,1,3,1
"AT5G25460","Symbols:  | Protein of unknown function, DUF642 | chr5:8863363-8865677 FORWARD LENGTH=1460",0.088903,0.088903,0.834784,1,0.929001,23.8857,212.794,4.38515,8,1,8,34,34,34,"<.0001","<.0001","0.001",11.0983,15.47126,2.988488,1.48e-10,2.06e-14,0.003589,1,1,1,3,1
"AT5G25470","Symbols:  | AP2/B3-like transcriptional factor family protein | chr5:8865651-8867637 REVERSE LENGTH=1198",0.014741,0.014741,0.486079,1,0.979782,161.332,130.07,27.0907,8,1,8,34,34,34,"<.0001","<.0001","<.0001",24.01569,12.44,11.87279,6.55e-22,9.41e-12,3.02e-11,1,1,1,3,1
"AT5G25475","Symbols:  | AP2/B3-like transcriptional factor family protein | chr5:8867797-8869651 REVERSE LENGTH=1030",0.03188,0.03188,0.125051,1,0.830044,15.8864,6.81063,3.51846,8,1,8,34,34,34,"<.0001","0.0134","0.0046",8.717585,1.873644,2.338765,2.11e-08,0.035809,0.013793,1,1,1,3,1
"AT5G25570","Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 13 growth stages. | chr5:8901755-8903216 FORWARD LE",0.064959,0.064959,0.580828,1,0.925441,25.8645,142.494,6.71184,8,1,8,34,34,34,"<.0001","<.0001","<.0001",11.58596,12.98262,4.531213,5.43e-11,3.11e-12,0.000141,1,1,1,3,1
"AT5G25820","Symbols:  | Exostosin family protein | chr5:8997183-9000329 REVERSE LENGTH=2247",0.009516,0.009516,0.064672,1,0.901901,20.8414,88.545,6.98643,8,1,8,34,34,34,"<.0001","<.0001","<.0001",10.27937,10.26683,4.695714,8.12e-10,8.34e-10,9.94e-05,1,1,1,3,1
"AT5G25880","Symbols: ATNADP-ME3, NADP-ME3 | NADP-malic enzyme 3 | chr5:9024549-9028377 FORWARD LENGTH=1884",0.010714,0.010714,0.019076,1,0.625577,3.93586,0.12063,3.12298,8,1,8,34,34,34,"0.0022","0.7305","0.0094",2.656914,0.136384,2.028747,0.007156,0.858114,0.026141,1,0,1,2,0.666667
"AT5G25900","Symbols: GA3, CYP701A3, ATKO1 | GA requiring 3 | chr5:9036018-9038406 FORWARD LENGTH=1713",0.055102,0.055102,0.284016,1,0.87066,22.8858,18.1075,2.75453,8,1,8,34,34,34,"<.0001","0.0002","0.0185",10.83914,3.810012,1.733261,2.54e-10,0.000641,0.047602,1,1,1,3,1
"AT5G25920","Symbols:  | BEST Arabidopsis thaliana protein match is: Eukaryotic aspartyl protease family protein (TAIR:AT3G29750.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Ot",0.006011,0.006011,0.087835,1,0.954829,75.0322,21.0638,10.9925,8,1,8,33,33,33,"<.0001","<.0001","<.0001",18.21414,4.211125,6.671825,8.19e-17,0.000275,1.54e-06,1,1,1,3,1
"AT5G26040","Symbols: HDA2 | histone deacetylase 2 | chr5:9099157-9101636 REVERSE LENGTH=1282",0.050346,0.050346,0.200987,1,0.833003,8.54841,69.3513,4.13697,8,1,8,34,34,34,"<.0001","<.0001","0.0016",5.571598,8.994324,2.80674,1.57e-05,1.18e-08,0.005247,1,1,1,3,1
"AT5G26230","Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 1807 Blast hits to 1807 proteins in 277 spec",0.076629,0.076629,0.238654,1,0.78594,10.9294,2.47658,4.18592,8,1,8,34,34,34,"<.0001","0.1248","0.0014",6.741431,0.903738,2.84286,1.33e-06,0.240403,0.004869,1,0,1,2,0.666667
"AT5G26280","Symbols:  | TRAF-like family protein | chr5:9208711-9210572 FORWARD LENGTH=1166",0.002339,0.002339,0.014615,1,0.894383,25.7165,22.9379,12.34,8,1,8,33,33,33,"<.0001","<.0001","<.0001",11.33978,4.465089,7.247345,9.01e-11,0.000162,4.6e-07,1,1,1,3,1
"AT5G26600","Symbols:  | Pyridoxal phosphate (PLP)-dependent transferases superfamily protein | chr5:9377402-9379018 FORWARD LENGTH=1617",0.067599,0.067599,0.439717,1,0.897511,14.7664,145.253,3.07563,8,1,8,34,34,34,"<.0001","<.0001","0.0102",8.31426,13.09791,1.991109,4.92e-08,2.45e-12,0.028234,1,1,1,3,1
"AT5G26610","Symbols:  | D111/G-patch domain-containing protein | chr5:9375183-9377125 FORWARD LENGTH=1106",0.072761,0.072761,0.284211,1,0.829325,17.5252,0.71627,2.99182,8,1,8,34,34,34,"<.0001","0.4033","0.0119",9.2711,0.394385,1.924232,6.63e-09,0.586577,0.032326,1,0,1,2,0.666667
"AT5G26880","Symbols:  | AGAMOUS-like 26 | chr5:9457037-9459230 REVERSE LENGTH=1593",0.001225,0.001225,0.002659,1,0.692867,4.5596,10.0113,3.54638,8,1,8,34,34,34,"0.0008","0.0033","0.0044",3.114155,2.485282,2.360344,0.002767,0.010201,0.013199,1,1,1,3,1
"AT5G27350","Symbols: SFP1 | Major facilitator superfamily protein | chr5:9648667-9654426 FORWARD LENGTH=1966",0.09429,0.09429,0.747991,1,0.915961,18.481,110.673,13.724,8,1,8,34,34,34,"<.0001","<.0001","<.0001",9.57595,11.50392,7.918391,3.51e-09,6.44e-11,1.13e-07,1,1,1,3,1
"AT5G27400","Symbols:  | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr5:9676334-9678503 FORWARD LENGTH=1356",0.038708,0.038708,0.429121,1,0.939865,12.5254,384.961,4.66289,8,1,8,34,34,34,"<.0001","<.0001","0.0006",7.435837,19.39148,3.18776,3.1e-07,7.7e-18,0.00237,1,1,1,3,1
"AT5G27420","Symbols: CNI1, ATL31 | carbon/nitrogen insensitive 1 | chr5:9684072-9685561 FORWARD LENGTH=1490",0.147365,0.147365,1.235335,1,0.921268,45.1795,1.36392,3.02545,8,1,8,33,33,33,"<.0001","0.2512","0.0116",14.86306,0.599932,1.936533,6.96e-14,0.416684,0.031536,1,0,1,2,0.666667
"AT5G27450","Symbols: MK | mevalonate kinase | chr5:9690607-9693289 FORWARD LENGTH=1423",0.030738,0.030738,0.331638,1,0.93821,59.0074,22.469,2.93748,8,1,8,34,34,34,"<.0001","<.0001","0.0132",16.96477,4.429231,1.880703,1.03e-15,0.000174,0.035296,1,1,1,3,1
"AT5G27600","Symbols: LACS7, ATLACS7 | long-chain acyl-CoA synthetase 7 | chr5:9742576-9747005 FORWARD LENGTH=2353",0.076777,0.076777,0.456367,1,0.887843,29.5804,0.89621,3.50611,8,1,8,34,34,34,"<.0001","0.3505","0.0047",12.42317,0.455336,2.329202,9.75e-12,0.53132,0.014063,1,0,1,2,0.666667
"AT5G27660","Symbols:  | Trypsin family protein with PDZ domain | chr5:9789468-9792299 REVERSE LENGTH=1718",0.058671,0.058671,0.2266,1,0.827387,15.159,6.1417,4.10055,8,1,8,34,34,34,"<.0001","0.0183","0.0017",8.458115,1.736908,2.779775,3.65e-08,0.04726,0.005551,1,1,1,3,1
"AT5G27820","Symbols:  | Ribosomal L18p/L5e family protein | chr5:9859854-9861129 FORWARD LENGTH=648",0.04828,0.04828,0.255975,1,0.87426,25.1858,13.3398,2.7409,8,1,8,34,34,34,"<.0001","0.0009","0.019",11.42228,3.06244,1.722226,7.63e-11,0.003078,0.048693,1,1,1,3,1
"AT5G28080","Symbols: WNK9 | Protein kinase superfamily protein | chr5:10090070-10092386 REVERSE LENGTH=1610",0.090777,0.090777,0.911137,1,0.934244,27.3186,140.134,13.7099,8,1,8,33,33,33,"<.0001","<.0001","<.0001",11.70463,12.69538,7.78953,4.27e-11,5.61e-12,1.48e-07,1,1,1,3,1
"AT5G28220","Symbols:  | Protein prenylyltransferase superfamily protein | chr5:10190357-10193119 REVERSE LENGTH=1285",0.056241,0.056241,0.138043,1,0.728387,7.35169,11.1336,3.49783,8,1,8,34,34,34,"<.0001","0.0021","0.0048",4.909416,2.685789,2.322788,6.37e-05,0.006738,0.014252,1,1,1,3,1
"AT5G28500","Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G04550.1). | chr5:10477771-10479384 FORWARD LENGTH=1288",0.069443,0.069443,0.32167,1,0.856079,20.872,1.85808,4.35359,8,1,8,34,34,34,"<.0001","0.1818","0.0011",10.28806,0.740391,2.965563,7.97e-10,0.324875,0.003766,1,0,1,2,0.666667
"AT5G28770","Symbols: BZO2H3 | bZIP transcription factor family protein | chr5:10796459-10798160 REVERSE LENGTH=1214",0.222001,0.222001,0.438044,1,0.662133,3.8265,6.83725,3.05692,8,1,8,34,34,34,"0.0027","0.0132","0.0106",2.574492,1.879012,1.976203,0.0085,0.03542,0.029096,1,1,1,3,1
"AT5G29000","Symbols: PHL1 | Homeodomain-like superfamily protein | chr5:11022083-11024275 REVERSE LENGTH=1541",0.028867,0.028867,0.333576,1,0.942307,58.7389,27.7234,4.85236,8,1,8,34,34,34,"<.0001","<.0001","0.0005",16.93374,5.109455,3.321239,1.09e-15,4.16e-05,0.001792,1,1,1,3,1
"AT5G30450","Symbols:  | transposable element gene | chr5:11559203-11561951 FORWARD LENGTH=2749",0.009493,0.009493,1.169864,1,0.994644,759.606,7.29695,5.60897,8,1,8,33,33,33,"<.0001","0.0108","0.0002",34.39858,1.965834,3.792858,2.66e-31,0.029716,0.000664,1,1,1,3,1
"AT5G30510","Symbols: RPS1, ARRPS1 | ribosomal protein S1 | chr5:11619026-11621298 REVERSE LENGTH=1562",0.013542,0.013542,0.148662,1,0.939271,60.5749,10.4974,3.66635,8,1,8,34,34,34,"<.0001","0.0027","0.0035",17.14336,2.572915,2.452585,7.23e-16,0.008529,0.010912,1,1,1,3,1
"AT5G32440","Symbols:  | Ubiquitin system component Cue protein | chr5:12076893-12078603 FORWARD LENGTH=1126",0.034453,0.034453,0.157499,1,0.854166,19.3224,17.0689,3.856,8,1,8,34,34,34,"<.0001","0.0002","0.0025",9.834394,3.654023,2.596795,2.05e-09,0.000889,0.008114,1,1,1,3,1
"AT5G33300","Symbols:  | chromosome-associated kinesin-related | chr5:12562430-12565757 REVERSE LENGTH=1621",0.025254,0.025254,0.146534,1,0.886252,28.5089,18.2254,5.77389,8,1,8,33,33,33,"<.0001","0.0002","0.0001",11.96422,3.80745,3.898992,2.51e-11,0.000644,0.000532,1,1,1,3,1
"AT5G35080","Symbols:  | INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Mannose-6-phosphate receptor, binding (InterPro:IPR009011), Glucosidase",0.036235,0.036235,0.09231,1,0.738309,5.82014,25.2608,3.19824,8,1,8,34,34,34,"0.0001","<.0001","0.0082",3.972776,4.79874,2.088347,0.000456,8.04e-05,0.023116,1,1,1,3,1
"AT5G35360","Symbols: CAC2 | acetyl Co-enzyme a carboxylase biotin carboxylase subunit | chr5:13584106-13588330 FORWARD LENGTH=2029",0.022436,0.022436,0.270626,1,0.94473,65.6984,21.7819,3.76039,8,1,8,34,34,34,"<.0001","<.0001","0.003",17.69869,4.335246,2.524342,2.34e-16,0.000212,0.009418,1,1,1,3,1
"AT5G35620","Symbols: LSP1, EIF(ISO)4E, LSP, EIF4E2, eIFiso4E | Eukaryotic initiation factor 4E protein | chr5:13824705-13826391 REVERSE LENGTH=898",0.0237,0.0237,0.075834,1,0.791649,6.70761,50.8772,2.72577,8,1,8,34,34,34,"<.0001","<.0001","0.0195",4.52865,7.517901,1.709971,0.000142,2.61e-07,0.049886,1,1,1,3,1
